date,country,yoy
1997-01-01,PT,2.8436739659367216
1997-02-01,PT,2.4360720229989363
1997-03-01,PT,2.3252302581911355
1997-04-01,PT,1.6027561414020175
1997-05-01,PT,1.8946740265552764
1997-06-01,PT,1.596300164105613
1997-07-01,PT,1.3845466726216893
1997-08-01,PT,1.5882440255306385
1997-09-01,PT,1.4843402107763026
1997-10-01,PT,1.5915513907481582
1997-11-01,PT,1.8851120676859123
1997-12-01,PT,2.078076295086828
1998-01-01,PT,1.5821381043915617
1998-02-01,PT,1.2850812407680712
1998-03-01,PT,1.4755791648221939
1998-04-01,PT,2.1819254017396483
1998-05-01,PT,2.152269399707163
1998-06-01,PT,2.6578560939794382
1998-07-01,PT,2.8487518355359898
1998-08-01,PT,2.2355347749853927
1998-09-01,PT,2.1500658183413845
1998-10-01,PT,2.5475841874085026
1998-11-01,PT,2.622377622377625
1998-12-01,PT,2.820997527991853
1999-01-01,PT,2.532751091703056
1999-02-01,PT,2.7271401487531044
1999-03-01,PT,2.820997527991853
1999-04-01,PT,2.6980233732506242
1999-05-01,PT,2.1212555539630307
1999-06-01,PT,2.1027034758975827
1999-07-01,PT,1.9131924614505857
1999-08-01,PT,1.8293554380448773
1999-09-01,PT,1.9186712485681712
1999-10-01,PT,1.8132495716733255
1999-11-01,PT,1.902328222600791
1999-12-01,PT,1.6970725498515193
2000-01-01,PT,1.902328222600791
2000-02-01,PT,1.6183986371379966
2000-03-01,PT,1.4142271248762661
2000-04-01,PT,1.882551278448985
2000-05-01,PT,2.44210526315789
2000-06-01,PT,2.815914822079013
2000-07-01,PT,3.2782291958531884
2000-08-01,PT,3.564912280701771
2000-09-01,PT,3.5684180949704825
2000-10-01,PT,3.660075725704659
2000-11-01,PT,3.636110337141263
2000-12-01,PT,3.824224725351133
2001-01-01,PT,4.3884090275842835
2001-02-01,PT,4.847722827605483
2001-03-01,PT,5.103890670757227
2001-04-01,PT,4.578047435190302
2001-05-01,PT,4.863679956158395
2001-06-01,PT,4.56465458509332
2001-07-01,PT,4.313619099294641
2001-08-01,PT,4.011383656321987
2001-09-01,PT,4.096581660336396
2001-10-01,PT,4.1801948051948035
2001-11-01,PT,4.11345610969216
2001-12-01,PT,3.911063487811406
2002-01-01,PT,3.6567462965434228
2002-02-01,PT,3.344437041972026
2002-03-01,PT,3.3567732519570237
2002-04-01,PT,3.586497890295348
2002-05-01,PT,3.436111836947986
2002-06-01,PT,3.5053427156632955
2002-07-01,PT,3.537061118335494
2002-08-01,PT,3.882736156351796
2002-09-01,PT,3.857180088610912
2002-10-01,PT,4.103363199584464
2002-11-01,PT,4.092963202065847
2002-12-01,PT,4.021655065738594
2003-01-01,PT,3.9654950431311953
2003-02-01,PT,4.112944816915931
2003-03-01,PT,3.7227214377406836
2003-04-01,PT,3.716904276985744
2003-05-01,PT,3.637741568776054
2003-06-01,PT,3.3362709303789373
2003-07-01,PT,2.9389600602863553
2003-08-01,PT,2.9098206446757757
2003-09-01,PT,3.149309912170639
2003-10-01,PT,2.81900960459025
2003-11-01,PT,2.344331431406599
2003-12-01,PT,2.2800495662949283
2004-01-01,PT,2.21671826625387
2004-02-01,PT,2.1052631578947434
2004-03-01,PT,2.2772277227722793
2004-04-01,PT,2.3809523809523725
2004-05-01,PT,2.5106642291285786
2004-06-01,PT,3.6306042884990397
2004-07-01,PT,2.9526598340654076
2004-08-01,PT,2.4253503960999456
2004-09-01,PT,2.1408587763045883
2004-10-01,PT,2.3292490598083138
2004-11-01,PT,2.5693855290267686
2004-12-01,PT,2.5684516598013074
2005-01-01,PT,2.0474921250302813
2005-02-01,PT,2.1103699211643345
2005-03-01,PT,2.214424007744431
2005-04-01,PT,2.0139055382402127
2005-05-01,PT,1.7477113304006586
2005-06-01,PT,0.6701152127909671
2005-07-01,PT,1.9080350794026923
2005-08-01,PT,2.486910994764391
2005-09-01,PT,2.7271644634988768
2005-10-01,PT,2.6081802015412103
2005-11-01,PT,2.4932057190121704
2005-12-01,PT,2.539570044885431
2006-01-01,PT,2.7068740353793252
2006-02-01,PT,2.957595914004041
2006-03-01,PT,3.84751982952527
2006-04-01,PT,3.666274970622796
2006-05-01,PT,3.6457116148632895
2006-06-01,PT,3.5384795048464257
2006-07-01,PT,2.953831840911736
2006-08-01,PT,2.7052130500406335
2006-09-01,PT,2.9677718525388253
2006-10-01,PT,2.6458694396302773
2006-11-01,PT,2.4210283606179495
2006-12-01,PT,2.522750835157228
2007-01-01,PT,2.577736677840692
2007-02-01,PT,2.3419473927088097
2007-03-01,PT,2.39398084815321
2007-04-01,PT,2.754477442756742
2007-05-01,PT,2.3788049605411477
2007-06-01,PT,2.3911572298669137
2007-07-01,PT,2.2930080198802605
2007-08-01,PT,1.9443816414198567
2007-09-01,PT,1.9702769646475993
2007-10-01,PT,2.476361999099508
2007-11-01,PT,2.80279153534444
2007-12-01,PT,2.741573033707856
2008-01-01,PT,2.896100969123294
2008-02-01,PT,2.9421711193777567
2008-03-01,PT,3.150745936317101
2008-04-01,PT,2.5261996690568056
2008-05-01,PT,2.841096795507103
2008-06-01,PT,3.392817801277803
2008-07-01,PT,3.125
2008-08-01,PT,3.093812375249483
2008-09-01,PT,3.168819697471581
2008-10-01,PT,2.4604569420035194
2008-11-01,PT,1.4234096134895458
2008-12-01,PT,0.8420822397200212
2009-01-01,PT,0.10951702989814294
2009-02-01,PT,0.06570302233903647
2009-03-01,PT,-0.5936319481921304
2009-04-01,PT,-0.5487411233053519
2009-05-01,PT,-1.2528107934468347
2009-06-01,PT,-1.5768165352652908
2009-07-01,PT,-1.4562587000749527
2009-08-01,PT,-1.2154458427449666
2009-09-01,PT,-1.7872431506849362
2009-10-01,PT,-1.608061749571188
2009-11-01,PT,-0.7664903379034804
2009-12-01,PT,-0.14098253985467268
2010-01-01,PT,0.09845749917951618
2010-02-01,PT,0.18603633180127588
2010-03-01,PT,0.6188925081433316
2010-04-01,PT,0.6815968841285214
2010-05-01,PT,1.0952071134244346
2010-06-01,PT,1.1366096557696492
2010-07-01,PT,1.9124198630881217
2010-08-01,PT,1.981707317073167
2010-09-01,PT,1.9723221096218824
2010-10-01,PT,2.320767051645234
2010-11-01,PT,2.2410791993037416
2010-12-01,PT,2.443527367506526
2011-01-01,PT,3.5956284153005447
2011-02-01,PT,3.4844347351174143
2011-03-01,PT,3.8847523470378675
2011-04-01,PT,4.018912529550822
2011-05-01,PT,3.721977904108109
2011-06-01,PT,3.3072888793749255
2011-07-01,PT,3.0387034865124063
2011-08-01,PT,2.7653213751868577
2011-09-01,PT,3.472964308612947
2011-10-01,PT,4.046427430518573
2011-11-01,PT,3.819961693977425
2011-12-01,PT,3.4983568323968983
2012-01-01,PT,3.344234623905451
2012-02-01,PT,3.546548448385045
2012-03-01,PT,3.1370104913264862
2012-04-01,PT,2.923553719008254
2012-05-01,PT,2.7094105480868658
2012-06-01,PT,2.7144633236634963
2012-07-01,PT,2.7835264900662127
2012-08-01,PT,3.137662337662328
2012-09-01,PT,2.9226479396881055
2012-10-01,PT,2.1389827039197673
2012-11-01,PT,1.916572717023679
2012-12-01,PT,2.089521663423133
2013-01-01,PT,0.44916292364232113
2013-02-01,PT,0.1936799184505622
2013-03-01,PT,0.6747910162151038
2013-04-01,PT,0.3914483589280371
2013-05-01,PT,0.9464357631897125
2013-06-01,PT,1.1801492838410255
2013-07-01,PT,0.7953287023054534
2013-08-01,PT,0.1611765891004424
2013-09-01,PT,0.2709211318483007
2013-10-01,PT,0.0
2013-11-01,PT,0.0502815768302467
2013-12-01,PT,0.1705628574295126
2014-01-01,PT,0.050813008130079496
2014-02-01,PT,-0.09156577474819239
2014-03-01,PT,-0.39015606242497336
